STATE,COUNTY,STATENAME,COUNTYNAME,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL
17,079,Illinois,Jasper,9698,1280774187,2923,30.14,5876560,0.46,1288.3,0,0,0,0,,2923,30.14,5876560,0.46,1288.3,6775,69.86,1274897627,99.54,13.8
17,081,Illinois,Jefferson,38827,1479320495,16008,41.23,27848021,1.88,1488.8,0,0,0,0,,16008,41.23,27848021,1.88,1488.8,22819,58.77,1451472474,98.12,40.7
17,083,Illinois,Jersey,22985,956408129,9063,39.43,13858259,1.45,1693.8,74,0.32,133616,0.01,1434.4,8989,39.11,13724643,1.44,1696.3,13922,60.57,942549870,98.55,38.3
17,085,Illinois,Jo Daviess,22678,1556808594,6216,27.41,13776487,0.88,1168.6,3051,13.45,9022068,0.58,875.9,3165,13.96,4754419,0.31,1724.1,16462,72.59,1543032107,99.12,27.6
17,087,Illinois,Johnson,12582,890735754,0,0,0,0,,0,0,0,0,,0,0,0,0,,12582,100,890735754,100,36.6
17,089,Illinois,Kane,515269,1346943286,496934,96.44,564065721,41.88,2281.7,492315,95.55,558348270,41.45,2283.7,4619,0.9,5717451,0.42,2092.4,18335,3.56,782877565,58.12,60.7
17,091,Illinois,Kankakee,113449,1752271023,85703,75.54,100946159,5.76,2198.9,81926,72.21,96247065,5.49,2204.6,3777,3.33,4699094,0.27,2081.8,27746,24.46,1651324864,94.24,43.5
17,093,Illinois,Kendall,114736,829664827,102781,89.58,130723040,15.76,2036.4,102781,89.58,130723040,15.76,2036.4,0,0,0,0,,11955,10.42,698941787,84.24,44.3
17,095,Illinois,Knox,52919,1855453788,40049,75.68,61244519,3.3,1693.6,0,0,0,0,,40049,75.68,61244519,3.3,1693.6,12870,24.32,1794209269,96.7,18.6
17,097,Illinois,Lake,703462,1149099822,694547,98.73,879485399,76.54,2045.4,694547,98.73,879485399,76.54,2045.4,0,0,0,0,,8915,1.27,269614423,23.46,85.6
17,099,Illinois,LaSalle,113924,2939957539,79502,69.79,114048917,3.88,1805.4,0,0,0,0,,79502,69.79,114048917,3.88,1805.4,34422,30.21,2825908622,96.12,31.5
17,101,Illinois,Lawrence,16833,963936870,7067,41.98,14098672,1.46,1298.2,0,0,0,0,,7067,41.98,14098672,1.46,1298.2,9766,58.02,949838198,98.54,26.6
17,103,Illinois,Lee,36031,1877472815,16858,46.79,25525626,1.36,1710.5,0,0,0,0,,16858,46.79,25525626,1.36,1710.5,19173,53.21,1851947189,98.64,26.8
17,105,Illinois,Livingston,38950,2704686611,23057,59.2,28630769,1.06,2085.8,0,0,0,0,,23057,59.2,28630769,1.06,2085.8,15893,40.8,2676055842,98.94,15.4
17,107,Illinois,Logan,30305,1600764560,18224,60.14,24356525,1.52,1937.9,0,0,0,0,,18224,60.14,24356525,1.52,1937.9,12081,39.86,1576408035,98.48,19.8
17,109,Illinois,McDonough,32612,1526558259,22990,70.5,26446359,1.73,2251.5,0,0,0,0,,22990,70.5,26446359,1.73,2251.5,9622,29.5,1500111900,98.27,16.6
17,111,Illinois,McHenry,308760,1562206475,278259,90.12,372333917,23.83,1935.6,230747,74.73,315290963,20.18,1895.5,47512,15.39,57042954,3.65,2157.2,30501,9.88,1189872558,76.17,66.4
17,113,Illinois,McLean,169572,3064933852,141598,83.5,141519379,4.62,2591.4,132600,78.2,127410911,4.16,2695.5,8998,5.31,14108468,0.46,1651.8,27974,16.5,2923414473,95.38,24.8
17,115,Illinois,Macon,110768,1503976676,93863,84.74,153326154,10.19,1585.5,93863,84.74,153326154,10.19,1585.5,0,0,0,0,,16905,15.26,1350650522,89.81,32.4
17,117,Illinois,Macoupin,47765,2234917323,19816,41.49,27445330,1.23,1870,0,0,0,0,,19816,41.49,27445330,1.23,1870,27949,58.51,2207471993,98.77,32.8
17,119,Illinois,Madison,269282,1853347576,233358,86.66,390364668,21.06,1548.3,218067,80.98,355172529,19.16,1590.2,15291,5.68,35192139,1.9,1125.4,35924,13.34,1462982908,78.94,63.6
17,121,Illinois,Marion,39437,1482413602,21668,54.94,36190881,2.44,1550.7,0,0,0,0,,21668,54.94,36190881,2.44,1550.7,17769,45.06,1446222721,97.56,31.8
17,123,Illinois,Marshall,12640,1001778707,0,0,0,0,,0,0,0,0,,0,0,0,0,,12640,100,1001778707,100,32.7
17,125,Illinois,Mason,14666,1396619128,3302,22.51,5828129,0.42,1467.4,0,0,0,0,,3302,22.51,5828129,0.42,1467.4,11364,77.49,1390790999,99.58,21.2
17,127,Illinois,Massac,15429,614390561,7636,49.49,10319679,1.68,1916.4,0,0,0,0,,7636,49.49,10319679,1.68,1916.4,7793,50.51,604070882,98.32,33.4
17,129,Illinois,Menard,12705,814388302,3088,24.31,6238184,0.77,1282.1,0,0,0,0,,3088,24.31,6238184,0.77,1282.1,9617,75.69,808150118,99.23,30.8
17,131,Illinois,Mercer,16434,1453506907,3655,22.24,5741926,0.4,1648.6,0,0,0,0,,3655,22.24,5741926,0.4,1648.6,12779,77.76,1447764981,99.6,22.9
17,133,Illinois,Monroe,32957,997173442,19326,58.64,33491210,3.36,1494.5,9722,29.5,18218810,1.83,1382.1,9604,29.14,15272400,1.53,1628.7,13631,41.36,963682232,96.64,36.6
17,135,Illinois,Montgomery,30104,1822539599,17574,58.38,33870445,1.86,1343.8,0,0,0,0,,17574,58.38,33870445,1.86,1343.8,12530,41.62,1788669154,98.14,18.1
17,137,Illinois,Morgan,35547,1473161231,22669,63.77,30197049,2.05,1944.3,0,0,0,0,,22669,63.77,30197049,2.05,1944.3,12878,36.23,1442964182,97.95,23.1
17,139,Illinois,Moultrie,14846,870088946,4567,30.76,8251573,0.95,1433.5,0,0,0,0,,4567,30.76,8251573,0.95,1433.5,10279,69.24,861837373,99.05,30.9
17,141,Illinois,Ogle,53497,1964698351,28300,52.9,49267238,2.51,1487.7,0,0,0,0,,28300,52.9,49267238,2.51,1487.7,25197,47.1,1915431113,97.49,34.1
17,143,Illinois,Peoria,186494,1603744994,159181,85.35,212974262,13.28,1935.8,157180,84.28,209990040,13.09,1938.6,2001,1.07,2984222,0.19,1736.7,27313,14.65,1390770732,86.72,50.9
17,145,Illinois,Perry,22350,1144154902,12596,56.36,19903731,1.74,1639.1,0,0,0,0,,12596,56.36,19903731,1.74,1639.1,9754,43.64,1124251171,98.26,22.5
17,147,Illinois,Piatt,16729,1137528578,5410,32.34,9008038,0.79,1555.5,0,0,0,0,,5410,32.34,9008038,0.79,1555.5,11319,67.66,1128520540,99.21,26
17,149,Illinois,Pike,16430,2153268105,4550,27.69,7031313,0.33,1676,0,0,0,0,,4550,27.69,7031313,0.33,1676,11880,72.31,2146236792,99.67,14.3
17,151,Illinois,Pope,4470,955110060,0,0,0,0,,0,0,0,0,,0,0,0,0,,4470,100,955110060,100,12.1
17,153,Illinois,Pulaski,6161,515886434,0,0,0,0,,0,0,0,0,,0,0,0,0,,6161,100,515886434,100,30.9
17,155,Illinois,Putnam,6006,414813807,0,0,0,0,,0,0,0,0,,0,0,0,0,,6006,100,414813807,100,37.5
17,157,Illinois,Randolph,33476,1490537612,19201,57.36,29895197,2.01,1663.5,0,0,0,0,,19201,57.36,29895197,2.01,1663.5,14275,42.64,1460642415,97.99,25.3
17,159,Illinois,Richland,16233,932370871,9177,56.53,17801918,1.91,1335.2,0,0,0,0,,9177,56.53,17801918,1.91,1335.2,7056,43.47,914568953,98.09,20
17,161,Illinois,Rock Island,147546,1107573369,131434,89.08,179112448,16.17,1900.6,131434,89.08,179112448,16.17,1900.6,0,0,0,0,,16112,10.92,928460921,83.83,44.9
17,163,Illinois,St. Clair,270056,1703588508,243713,90.25,410503991,24.1,1537.7,228843,84.74,392040326,23.01,1511.8,14870,5.51,18463665,1.08,2085.9,26343,9.75,1293084517,75.9,52.8
17,165,Illinois,Saline,24913,983725654,14035,56.34,25428181,2.58,1429.5,0,0,0,0,,14035,56.34,25428181,2.58,1429.5,10878,43.66,958297473,97.42,29.4
17,167,Illinois,Sangamon,197465,2248892510,169570,85.87,250288176,11.13,1754.7,161316,81.69,239148873,10.63,1747.1,8254,4.18,11139303,0.5,1919.1,27895,14.13,1998604334,88.87,36.1
17,169,Illinois,Schuyler,7544,1132531106,3196,42.36,3544220,0.31,2335.5,0,0,0,0,,3196,42.36,3544220,0.31,2335.5,4348,57.64,1128986886,99.69,10
17,171,Illinois,Scott,5355,649861251,0,0,0,0,,0,0,0,0,,0,0,0,0,,5355,100,649861251,100,21.3
17,173,Illinois,Shelby,22363,1964565410,4980,22.27,7792253,0.4,1655.3,0,0,0,0,,4980,22.27,7792253,0.4,1655.3,17383,77.73,1956773157,99.6,23
17,175,Illinois,Stark,5994,746121703,0,0,0,0,,0,0,0,0,,0,0,0,0,,5994,100,746121703,100,20.8
17,177,Illinois,Stephenson,47711,1462107736,28582,59.91,39430864,2.7,1877.4,0,0,0,0,,28582,59.91,39430864,2.7,1877.4,19129,40.09,1422676872,97.3,34.8
17,179,Illinois,Tazewell,135394,1680835450,107749,79.58,156041881,9.28,1788.4,104297,77.03,150108358,8.93,1799.6,3452,2.55,5933523,0.35,1506.8,27645,20.42,1524793569,90.72,47
17,181,Illinois,Union,17808,1070854490,6078,34.13,10306265,0.96,1527.4,0,0,0,0,,6078,34.13,10306265,0.96,1527.4,11730,65.87,1060548225,99.04,28.6
17,183,Illinois,Vermilion,81625,2326763569,56112,68.74,82710457,3.55,1757.1,50996,62.48,77200813,3.32,1710.9,5116,6.27,5509644,0.24,2404.9,25513,31.26,2244053112,96.45,29.4
17,185,Illinois,Wabash,11947,578218989,7300,61.1,10262931,1.77,1842.3,0,0,0,0,,7300,61.1,10262931,1.77,1842.3,4647,38.9,567956058,98.23,21.2
17,187,Illinois,Warren,17707,1404823508,9654,54.52,10043115,0.71,2489.6,0,0,0,0,,9654,54.52,10043115,0.71,2489.6,8053,45.48,1394780393,99.29,15
17,189,Illinois,Washington,14716,1457055371,3878,26.35,8416440,0.58,1193.4,0,0,0,0,,3878,26.35,8416440,0.58,1193.4,10838,73.65,1448638931,99.42,19.4
17,191,Illinois,Wayne,16760,1848769796,5039,30.07,7409991,0.4,1761.3,0,0,0,0,,5039,30.07,7409991,0.4,1761.3,11721,69.93,1841359805,99.6,16.5
17,193,Illinois,White,14665,1281438823,5568,37.97,6419770,0.5,2246.4,0,0,0,0,,5568,37.97,6419770,0.5,2246.4,9097,62.03,1275019053,99.5,18.5
17,195,Illinois,Whiteside,58498,1772198878,36653,62.66,50015244,2.82,1898,0,0,0,0,,36653,62.66,50015244,2.82,1898,21845,37.34,1722183634,97.18,32.9
17,197,Illinois,Will,677560,2167580722,650936,96.07,846138745,39.04,1992.5,629798,92.95,810663164,37.4,2012.1,21138,3.12,35475581,1.64,1543.2,26624,3.93,1321441977,60.96,52.2
17,199,Illinois,Williamson,66357,1088181449,43266,65.2,93977390,8.64,1192.4,39645,59.75,89915276,8.26,1142,3621,5.46,4062114,0.37,2308.7,23091,34.8,994204059,91.36,60.2
17,201,Illinois,Winnebago,295266,1329601795,271898,92.09,357393392,26.88,1970.4,271898,92.09,357393392,26.88,1970.4,0,0,0,0,,23368,7.91,972208403,73.12,62.3
17,203,Illinois,Woodford,38664,1366993724,17443,45.11,27716899,2.03,1630,5444,14.08,11595308,0.85,1216,11999,31.03,16121591,1.18,1927.7,21221,54.89,1339276825,97.97,41
18,001,Indiana,Adams,34387,878079128,15930,46.33,29520416,3.36,1397.6,0,0,0,0,,15930,46.33,29520416,3.36,1397.6,18457,53.67,848558712,96.64,56.3
18,003,Indiana,Allen,355329,1702419942,313117,88.12,444476842,26.11,1824.5,313117,88.12,444476842,26.11,1824.5,0,0,0,0,,42212,11.88,1257943100,73.89,86.9
18,005,Indiana,Bartholomew,76794,1053886348,50912,66.3,67024096,6.36,1967.4,50912,66.3,67024096,6.36,1967.4,0,0,0,0,,25882,33.7,986862252,93.64,67.9
18,007,Indiana,Benton,8854,1052616479,0,0,0,0,,0,0,0,0,,0,0,0,0,,8854,100,1052616479,100,21.8
18,009,Indiana,Blackford,12766,427554649,6305,49.39,11359348,2.66,1437.6,0,0,0,0,,6305,49.39,11359348,2.66,1437.6,6461,50.61,416195301,97.34,40.2
18,011,Indiana,Boone,56640,1095338966,37153,65.59,57265505,5.23,1680.3,21738,38.38,40386535,3.69,1394.1,15415,27.22,16878970,1.54,2365.3,19487,34.41,1038073461,94.77,48.6
18,013,Indiana,Brown,15242,808026819,0,0,0,0,,0,0,0,0,,0,0,0,0,,15242,100,808026819,100,48.9
18,015,Indiana,Carroll,20155,964055949,3748,18.6,5747680,0.6,1688.9,0,0,0,0,,3748,18.6,5747680,0.6,1688.9,16407,81.4,958308269,99.4,44.3
18,017,Indiana,Cass,38966,1067475860,21561,55.33,32187499,3.02,1734.9,0,0,0,0,,21561,55.33,32187499,3.02,1734.9,17405,44.67,1035288361,96.98,43.5
18,019,Indiana,Clark,110232,965691140,87618,79.49,146858916,15.21,1545.2,80697,73.21,137808733,14.27,1516.6,6921,6.28,9050183,0.94,1980.7,22614,20.51,818832224,84.79,71.5
18,021,Indiana,Clay,26890,926029234,10517,39.11,14774826,1.6,1843.6,10517,39.11,14774826,1.6,1843.6,0,0,0,0,,16373,60.89,911254408,98.4,46.5
18,023,Indiana,Clinton,33224,1049126443,16684,50.22,20074644,1.91,2152.5,0,0,0,0,,16684,50.22,20074644,1.91,2152.5,16540,49.78,1029051799,98.09,41.6
18,025,Indiana,Crawford,10713,791610951,0,0,0,0,,0,0,0,0,,0,0,0,0,,10713,100,791610951,100,35.1
18,027,Indiana,Daviess,31648,1112366267,12570,39.72,17323373,1.56,1879.3,0,0,0,0,,12570,39.72,17323373,1.56,1879.3,19078,60.28,1095042894,98.44,45.1
18,029,Indiana,Dearborn,50047,790033471,23493,46.94,49969690,6.33,1217.7,10225,20.43,27220201,3.45,972.9,13268,26.51,22749489,2.88,1510.5,26554,53.06,740063781,93.67,92.9
18,031,Indiana,Decatur,25740,964946111,11893,46.2,17197845,1.78,1791.1,0,0,0,0,,11893,46.2,17197845,1.78,1791.1,13847,53.8,947748266,98.22,37.8
18,033,Indiana,DeKalb,42223,939710824,24363,57.7,33522381,3.57,1882.3,0,0,0,0,,24363,57.7,33522381,3.57,1882.3,17860,42.3,906188443,96.43,51
18,035,Indiana,Delaware,117671,1015596276,90828,77.19,124266450,12.24,1893.1,90828,77.19,124266450,12.24,1893.1,0,0,0,0,,26843,22.81,891329826,87.76,78
18,037,Indiana,Dubois,41889,1106622334,21260,50.75,35599185,3.22,1546.8,0,0,0,0,,21260,50.75,35599185,3.22,1546.8,20629,49.25,1071023149,96.78,49.9
18,039,Indiana,Elkhart,197559,1199605640,156887,79.41,265422831,22.13,1530.9,146461,74.14,244332884,20.37,1552.5,10426,5.28,21089947,1.76,1280.4,40672,20.59,934182809,77.87,112.8
18,041,Indiana,Fayette,24277,556883990,15347,63.22,22580931,4.05,1760.3,0,0,0,0,,15347,63.22,22580931,4.05,1760.3,8930,36.78,534303059,95.95,43.3
18,043,Indiana,Floyd,74578,383149241,59418,79.67,105071622,27.42,1464.6,59418,79.67,105071622,27.42,1464.6,0,0,0,0,,15160,20.33,278077619,72.58,141.2
18,045,Indiana,Fountain,17240,1024743543,5870,34.05,7034831,0.69,2161.1,0,0,0,0,,5870,34.05,7034831,0.69,2161.1,11370,65.95,1017708712,99.31,28.9
18,047,Indiana,Franklin,23087,995668709,2572,11.14,6896505,0.69,965.9,0,0,0,0,,2572,11.14,6896505,0.69,965.9,20515,88.86,988772204,99.31,53.7
18,049,Indiana,Fulton,20836,954121481,7309,35.08,11135737,1.17,1700,0,0,0,0,,7309,35.08,11135737,1.17,1700,13527,64.92,942985744,98.83,37.2
18,051,Indiana,Gibson,33503,1262582226,15539,46.38,17590127,1.39,2288,0,0,0,0,,15539,46.38,17590127,1.39,2288,17964,53.62,1244992099,98.61,37.4
18,053,Indiana,Grant,70061,1072446955,49804,71.09,65010631,6.06,1984.2,0,0,0,0,,49804,71.09,65010631,6.06,1984.2,20257,28.91,1007436324,93.94,52.1
18,055,Indiana,Greene,33165,1405055007,8343,25.16,15791155,1.12,1368.4,0,0,0,0,,8343,25.16,15791155,1.12,1368.4,24822,74.84,1389263852,98.88,46.3
18,057,Indiana,Hamilton,274569,1021147705,259096,94.36,361779577,35.43,1854.9,255632,93.1,357058436,34.97,1854.3,3464,1.26,4721141,0.46,1900.3,15473,5.64,659368128,64.57,60.8
18,059,Indiana,Hancock,70002,792577692,48689,69.55,93918753,11.85,1342.7,48689,69.55,93918753,11.85,1342.7,0,0,0,0,,21313,30.45,698658939,88.15,79
18,061,Indiana,Harrison,39364,1254889451,5571,14.15,9773809,0.78,1476.3,65,0.17,262648,0.02,641,5506,13.99,9511161,0.76,1499.3,33793,85.85,1245115642,99.22,70.3
18,063,Indiana,Hendricks,145448,1053895149,119490,82.15,206043574,19.55,1502,119490,82.15,206043574,19.55,1502,0,0,0,0,,25958,17.85,847851575,80.45,79.3
18,065,Indiana,Henry,49462,1014954691,28265,57.14,40868167,4.03,1791.3,0,0,0,0,,28265,57.14,40868167,4.03,1791.3,21197,42.86,974086524,95.97,56.4
18,067,Indiana,Howard,82752,759012945,64931,78.46,98576276,12.99,1706,61712,74.57,92640945,12.21,1725.3,3219,3.89,5935331,0.78,1404.7,17821,21.54,660436669,87.01,69.9
18,069,Indiana,Huntington,37124,991061319,18207,49.04,28157208,2.84,1674.7,0,0,0,0,,18207,49.04,28157208,2.84,1674.7,18917,50.96,962904111,97.16,50.9
18,071,Indiana,Jackson,42376,1319112546,23844,56.27,39121578,2.97,1578.6,0,0,0,0,,23844,56.27,39121578,2.97,1578.6,18532,43.73,1279990968,97.03,37.5
18,073,Indiana,Jasper,33478,1449421191,10700,31.96,16667970,1.15,1662.6,0,0,0,0,,10700,31.96,16667970,1.15,1662.6,22778,68.04,1432753221,98.85,41.2
18,075,Indiana,Jay,21253,994310208,9425,44.35,12907226,1.3,1891.2,0,0,0,0,,9425,44.35,12907226,1.3,1891.2,11828,55.65,981402982,98.7,31.2
18,077,Indiana,Jefferson,32428,934029272,17804,54.9,33827161,3.62,1363.2,0,0,0,0,,17804,54.9,33827161,3.62,1363.2,14624,45.1,900202111,96.38,42.1
18,079,Indiana,Jennings,28525,975346383,11354,39.8,21752810,2.23,1351.9,0,0,0,0,,11354,39.8,21752810,2.23,1351.9,17171,60.2,953593573,97.77,46.6
18,081,Indiana,Johnson,139654,829903198,120247,86.1,141383365,17.04,2202.8,120247,86.1,141383365,17.04,2202.8,0,0,0,0,,19407,13.9,688519833,82.96,73
18,083,Indiana,Knox,38440,1336514262,24519,63.79,32621982,2.44,1946.7,0,0,0,0,,24519,63.79,32621982,2.44,1946.7,13921,36.21,1303892280,97.56,27.7
18,085,Indiana,Kosciusko,77358,1376269814,41311,53.4,96230566,6.99,1111.9,0,0,0,0,,41311,53.4,96230566,6.99,1111.9,36047,46.6,1280039248,93.01,72.9
18,087,Indiana,LaGrange,37128,983222388,3113,8.38,5520459,0.56,1460.5,0,0,0,0,,3113,8.38,5520459,0.56,1460.5,34015,91.62,977701929,99.44,90.1
18,089,Indiana,Lake,496005,1292303671,476323,96.03,611935361,47.35,2016,466166,93.98,597703046,46.25,2020,10157,2.05,14232315,1.1,1848.4,19682,3.97,680368310,52.65,74.9
18,091,Indiana,LaPorte,111467,1549587772,71754,64.37,106839376,6.89,1739.5,64820,58.15,97535590,6.29,1721.2,6934,6.22,9303786,0.6,1930.3,39713,35.63,1442748396,93.11,71.3
18,093,Indiana,Lawrence,46134,1163339936,19170,41.55,38109208,3.28,1302.8,0,0,0,0,,19170,41.55,38109208,3.28,1302.8,26964,58.45,1125230728,96.72,62.1
18,095,Indiana,Madison,131636,1170454727,101243,76.91,185409975,15.84,1414.3,91961,69.86,172190637,14.71,1383.2,9282,7.05,13219338,1.13,1818.6,30393,23.09,985044752,84.16,79.9
18,097,Indiana,Marion,903393,1026408097,897971,99.4,930499174,90.66,2499.4,897971,99.4,930499174,90.66,2499.4,0,0,0,0,,5422,0.6,95908923,9.34,146.4
18,099,Indiana,Marshall,47051,1148992521,17246,36.65,29576358,2.57,1510.2,0,0,0,0,,17246,36.65,29576358,2.57,1510.2,29805,63.35,1119416163,97.43,69
18,101,Indiana,Martin,10334,869555038,2864,27.71,4390917,0.5,1689.3,0,0,0,0,,2864,27.71,4390917,0.5,1689.3,7470,72.29,865164121,99.5,22.4
18,103,Indiana,Miami,36903,968246709,19748,53.51,35308449,3.65,1448.6,294,0.8,909347,0.09,837.4,19454,52.72,34399102,3.55,1464.7,17155,46.49,932938260,96.35,47.6
18,105,Indiana,Monroe,137974,1021773228,108657,78.75,116026934,11.36,2425.5,108657,78.75,116026934,11.36,2425.5,0,0,0,0,,29317,21.25,905746294,88.64,83.8
18,107,Indiana,Montgomery,38124,1306941391,18012,47.25,30948603,2.37,1507.4,0,0,0,0,,18012,47.25,30948603,2.37,1507.4,20112,52.75,1275992788,97.63,40.8
18,109,Indiana,Morgan,68894,1046274750,35041,50.86,71610153,6.84,1267.4,21765,31.59,54961522,5.25,1025.6,13276,19.27,16648631,1.59,2065.3,33853,49.14,974664597,93.16,90
18,111,Indiana,Newton,14244,1040550429,0,0,0,0,,0,0,0,0,,0,0,0,0,,14244,100,1040550429,100,35.5
18,113,Indiana,Noble,47536,1064077860,15188,31.95,19362265,1.82,2031.6,0,0,0,0,,15188,31.95,19362265,1.82,2031.6,32348,68.05,1044715595,98.18,80.2
18,115,Indiana,Ohio,6128,223101869,0,0,0,0,,0,0,0,0,,0,0,0,0,,6128,100,223101869,100,71.1
18,117,Indiana,Orange,19840,1031818152,3282,16.54,5904015,0.57,1439.8,0,0,0,0,,3282,16.54,5904015,0.57,1439.8,16558,83.46,1025914137,99.43,41.8
18,119,Indiana,Owen,21575,997892586,0,0,0,0,,0,0,0,0,,0,0,0,0,,21575,100,997892586,100,56
18,121,Indiana,Parke,17339,1151671026,4339,25.02,12024057,1.04,934.6,0,0,0,0,,4339,25.02,12024057,1.04,934.6,13000,74.98,1139646969,98.96,29.5
18,123,Indiana,Perry,19338,988668708,8694,44.96,12276829,1.24,1834.1,0,0,0,0,,8694,44.96,12276829,1.24,1834.1,10644,55.04,976391879,98.76,28.2
18,125,Indiana,Pike,12845,865673554,0,0,0,0,,0,0,0,0,,0,0,0,0,,12845,100,865673554,100,38.4
18,127,Indiana,Porter,164343,1083011401,130237,79.25,242548283,22.4,1390.7,123936,75.41,233671852,21.58,1373.7,6301,3.83,8876431,0.82,1838.5,34106,20.75,840463118,77.6,105.1
18,129,Indiana,Posey,25910,1060783261,8612,33.24,23042847,2.17,968,1601,6.18,9826339,0.93,422,7011,27.06,13216508,1.25,1373.9,17298,66.76,1037740414,97.83,43.2
18,131,Indiana,Pulaski,13402,1123145988,2554,19.06,3656462,0.33,1809.1,0,0,0,0,,2554,19.06,3656462,0.33,1809.1,10848,80.94,1119489526,99.67,25.1
18,133,Indiana,Putnam,37963,1244562066,13362,35.2,18251693,1.47,1896.1,0,0,0,0,,13362,35.2,18251693,1.47,1896.1,24601,64.8,1226310373,98.53,52
18,135,Indiana,Randolph,26171,1171656456,9980,38.13,12936176,1.1,1998.1,1383,5.28,1275597,0.11,2808.1,8597,32.85,11660579,1,1909.5,16191,61.87,1158720280,98.9,36.2
18,137,Indiana,Ripley,28818,1156236700,4829,16.76,7442301,0.64,1680.5,0,0,0,0,,4829,16.76,7442301,0.64,1680.5,23989,83.24,1148794399,99.36,54.1
18,139,Indiana,Rush,17392,1057035473,6755,38.84,10929432,1.03,1600.8,0,0,0,0,,6755,38.84,10929432,1.03,1600.8,10637,61.16,1046106041,98.97,26.3
18,141,Indiana,St. Joseph,266931,1185826798,242903,91,331375104,27.94,1898.5,238101,89.2,321510417,27.11,1918.1,4802,1.8,9864687,0.83,1260.8,24028,9,854451694,72.06,72.8
18,143,Indiana,Scott,24181,493127224,11434,47.29,18798122,3.81,1575.4,0,0,0,0,,11434,47.29,18798122,3.81,1575.4,12747,52.71,474329102,96.19,69.6
18,145,Indiana,Shelby,44436,1064866098,21308,47.95,28592536,2.69,1930.1,513,1.15,1402265,0.13,947.5,20795,46.8,27190271,2.55,1980.8,23128,52.05,1036273562,97.31,57.8
18,147,Indiana,Spencer,20952,1027562733,0,0,0,0,,0,0,0,0,,0,0,0,0,,20952,100,1027562733,100,52.8
18,149,Indiana,Starke,23363,800653661,4116,17.62,6955138,0.87,1532.7,0,0,0,0,,4116,17.62,6955138,0.87,1532.7,19247,82.38,793698523,99.13,62.8
18,151,Indiana,Steuben,34185,800149001,11196,32.75,23588879,2.95,1229.3,0,0,0,0,,11196,32.75,23588879,2.95,1229.3,22989,67.25,776560122,97.05,76.7
18,153,Indiana,Sullivan,21475,1158091682,4518,21.04,5733378,0.5,2041,0,0,0,0,,4518,21.04,5733378,0.5,2041,16957,78.96,1152358304,99.5,38.1
18,155,Indiana,Switzerland,10613,571436429,0,0,0,0,,0,0,0,0,,0,0,0,0,,10613,100,571436429,100,48.1
18,157,Indiana,Tippecanoe,172780,1294491529,147725,85.5,166040040,12.83,2304.3,147725,85.5,166040040,12.83,2304.3,0,0,0,0,,25055,14.5,1128451489,87.17,57.5
18,159,Indiana,Tipton,15936,674797764,6119,38.4,8298699,1.23,1909.7,176,1.1,373537,0.06,1220.3,5943,37.29,7925162,1.17,1942.2,9817,61.6,666499065,98.77,38.1
18,161,Indiana,Union,7516,417568462,0,0,0,0,,0,0,0,0,,0,0,0,0,,7516,100,417568462,100,46.6
18,163,Indiana,Vanderburgh,179703,604697995,163229,90.83,214237643,35.43,1973.3,163229,90.83,214237643,35.43,1973.3,0,0,0,0,,16474,9.17,390460352,64.57,109.3
18,165,Indiana,Vermillion,16212,665311750,6425,39.63,10018544,1.51,1661,0,0,0,0,,6425,39.63,10018544,1.51,1661,9787,60.37,655293206,98.49,38.7
18,167,Indiana,Vigo,107848,1044574633,82225,76.24,123660052,11.84,1722.2,82225,76.24,123660052,11.84,1722.2,0,0,0,0,,25623,23.76,920914581,88.16,72.1
18,169,Indiana,Wabash,32888,1068200229,16449,50.02,19350164,1.81,2201.7,0,0,0,0,,16449,50.02,19350164,1.81,2201.7,16439,49.98,1048850065,98.19,40.6
18,171,Indiana,Warren,8508,944520687,1948,22.9,5975752,0.63,844.3,0,0,0,0,,1948,22.9,5975752,0.63,844.3,6560,77.1,938544935,99.37,18.1
18,173,Indiana,Warrick,59689,996667397,42196,70.69,54265128,5.44,2013.9,35938,60.21,47579367,4.77,1956.3,6258,10.48,6685761,0.67,2424.3,17493,29.31,942402269,94.56,48.1
18,175,Indiana,Washington,28262,1330542331,6544,23.15,10017983,0.75,1691.8,0,0,0,0,,6544,23.15,10017983,0.75,1691.8,21718,76.85,1320524348,99.25,42.6
18,177,Indiana,Wayne,68917,1040502885,46140,66.95,66971436,6.44,1784.4,0,0,0,0,,46140,66.95,66971436,6.44,1784.4,22777,33.05,973531449,93.56,60.6
18,179,Indiana,Wells,27636,953341217,13663,49.44,22430342,2.35,1577.6,0,0,0,0,,13663,49.44,22430342,2.35,1577.6,13973,50.56,930910875,97.65,38.9
18,181,Indiana,White,24643,1308266686,7894,32.03,15291085,1.17,1337.1,0,0,0,0,,7894,32.03,15291085,1.17,1337.1,16749,67.97,1292975601,98.83,33.6
